index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000
2496,https://www.zomato.com/jakarta/phd-1-tanjung-duren/info,150000.0,14.0,-6.177345,106.788948,1,3.6,0,60,0,4,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000,qqguy5,0.0,29.0,57.0,39.0,32.0,0.0,4.0,34.0,7.0,39.0,19.0,41.0,32.0,17.0,14.0,0.0,2.4135125526892227,0.00684931506849315
2498,https://www.zomato.com/jakarta/bebek-goreng-h-slamet-tanjung-duren/info,100000.0,86.0,-6.1739136512,106.7810549587,1,3.6,0,7,0,82,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguvu,0.0,54.0,55.0,18.0,38.0,4.0,9.0,32.0,6.0,24.0,7.0,50.0,21.0,42.0,23.0,0.0,2.4191394039872662,0.30337078651685395
2499,https://www.zomato.com/jakarta/atek-tanjung-duren/info,150000.0,4.0,-6.177356,106.790671,0,2.7,2,2,2,1,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,46.0,63.0,32.0,40.0,0.0,4.0,33.0,8.0,54.0,19.0,36.0,37.0,18.0,19.0,0.0,2.407137321620287,0.10909090909090909
2501,https://www.zomato.com/jakarta/bakerzin-tanjung-duren/info,250000.0,344.0,-6.1778336155,106.7904990166,1,4.1,0,170,0,868,00000100000000000000000000000000000001000000000000000000000000000000000000000000000010,qqguy5,0.0,44.0,62.0,31.0,36.0,0.0,4.0,34.0,8.0,53.0,19.0,36.0,34.0,17.0,16.0,0.0,2.4034505880996777,0.08181818181818182
2502,https://www.zomato.com/jakarta/sour-sally-2-tanjung-duren/info,100000.0,158.0,-6.177377,106.790983,1,4.2,0,9,0,5,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqguy5,0.0,44.0,58.0,31.0,40.0,0.0,4.0,31.0,7.0,51.0,18.0,37.0,35.0,17.0,19.0,0.0,2.4091728522426195,0.0297029702970297
2503,https://www.zomato.com/jakarta/bakmie-bangka-asli-81-tanjung-duren/info,8.000021525000115e+19,19.0,-6.1702299916,106.7862721905,0,3.3,0,176,1,2,00000010010000000000000000000000000000000000000000000000000000000000000000000000000000,qqguvu,0.0,97.0,59.0,61.0,41.0,15.0,7.0,50.0,5.0,30.0,12.0,70.0,40.0,64.0,28.0,0.0,2.420876245408107,0.028708133971291867
2504,https://www.zomato.com/jakarta/bubur-ayam-khas-mayong-tanjung-duren/info,30000.0,5.0,-6.174304,106.783684,0,3.2,4,0,1,2,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguvu,0.0,83.0,61.0,61.0,38.0,10.0,9.0,33.0,6.0,29.0,10.0,74.0,24.0,63.0,25.0,0.0,2.4014309529944176,0.18340611353711792
2505,https://www.zomato.com/jakarta/bijin-nabe-senayan/info,400000.0,603.0,-6.225578,106.799034,0,4.4,2,1,0,1043,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguw6,0.0,99.0,46.0,58.0,11.0,3.0,12.0,41.0,3.0,26.0,16.0,66.0,33.0,64.0,14.0,0.0,2.325159341950023,0.168
2507,https://www.zomato.com/jakarta/table8-hotel-mulia-senayan/info,800000.0,750.0,-6.2141189051,106.7980685458,0,4.8,0,35,0,1128,00000000000000000001000100000000000000000000000000000000000000000000000000000000000000,qqguwh,0.0,90.0,65.0,27.0,63.0,9.0,9.0,20.0,6.0,62.0,15.0,38.0,27.0,39.0,39.0,6.0,2.444621871050624,0.11538461538461539
2508,https://www.zomato.com/jakarta/remboelan-senayan/info,300000.0,811.0,-6.226256,106.799425,1,4.4,4,0,0,1589,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguw6,0.0,93.0,41.0,54.0,8.0,3.0,9.0,23.0,3.0,26.0,20.0,61.0,36.0,64.0,14.0,0.0,2.3140943348878587,0.11570247933884298
2509,https://www.zomato.com/jakarta/marutama-ra-men-senayan/info,250000.0,997.0,-6.224102,106.799405,1,4.7,0,29,0,16,00000000000000000000000000000000000000100000000000000000000000001000000000000000000000,qqguw6,0.0,94.0,44.0,58.0,13.0,3.0,6.0,37.0,3.0,29.0,16.0,64.0,27.0,64.0,14.0,0.0,2.314490184119661,0.1794871794871795
2510,https://www.zomato.com/jakarta/trafique-coffee-senayan/info,210000.0,849.0,-6.230401,106.79776,0,4.3,0,26,0,1319,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000,qqguw1,0.0,181.0,69.0,99.0,9.0,3.0,5.0,24.0,4.0,44.0,49.0,95.0,48.0,127.0,57.0,0.0,2.2520342387188235,0.04602510460251046
2512,https://www.zomato.com/jakarta/cork-screw-country-club-senayan/info,600000.0,774.0,-6.2256045096,106.797773838,0,4.1,0,262,0,1389,00010000000000000000000001000000100000000000000000000000000000000000000000000000000000,qqguw4,0.0,159.0,62.0,74.0,16.0,12.0,15.0,57.0,7.0,45.0,16.0,79.0,39.0,75.0,53.0,0.0,2.364731607384538,0.020512820512820513
2513,https://www.zomato.com/jakarta/katsutoku-senayan/info,350000.0,825.0,-6.224024004,106.7993301898,0,4.9,2,1,0,36,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguw6,0.0,94.0,42.0,58.0,13.0,3.0,6.0,37.0,3.0,29.0,16.0,64.0,27.0,64.0,14.0,0.0,2.3141529194543167,0.1794871794871795
2514,https://www.zomato.com/jakarta/dia-lo-gue-kemang/info,250000.0,885.0,-6.272909,106.816341,0,3.9,0,76,0,56,00000000000000000000000000000000000011000000000000000000000000000000000000000000000010,qqguqd,0.0,21.0,22.0,25.0,17.0,5.0,4.0,17.0,9.0,24.0,3.0,29.0,24.0,25.0,6.0,0.0,2.4691584251635508,0.2236842105263158
2516,https://www.zomato.com/jakarta/7-speed-coffee-kemang/info,160000.0,598.0,-6.2578448513,106.8208626285,0,4.4,0,322,0,114,00000000000000000000101000000000000001000000000000000000000000000000000000000000000000,qqguqu,0.0,62.0,51.0,35.0,16.0,4.0,7.0,29.0,10.0,30.0,1.0,54.0,33.0,40.0,21.0,0.0,2.3876417284428086,0.272108843537415
2519,https://www.zomato.com/jakarta/parc-19-kemang/info,4.000001911090951e+19,574.0,-6.255926,106.810325,0,4.2,0,19,0,517,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguqt,0.0,38.0,23.0,22.0,7.0,7.0,14.0,19.0,7.0,17.0,8.0,37.0,22.0,15.0,10.0,0.0,2.4884352301218717,0.10897435897435898
2521,https://www.zomato.com/jakarta/pizza-place-kemang/info,100000.0,819.0,-6.272486,106.82125,1,4.8,0,60,0,390,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000,qqguqf,0.0,32.0,31.0,25.0,24.0,5.0,2.0,17.0,6.0,20.0,3.0,36.0,27.0,41.0,10.0,0.0,2.4092115218402226,0.04597701149425287
2522,https://www.zomato.com/jakarta/the-edge-kemang/info,450000.0,875.0,-6.2558618413,106.8151334301,0,3.8,0,346,0,1426,00010000000000000000000000000000100000000000000000000000000000000000000000000000000000,qqguqt,0.0,37.0,22.0,20.0,8.0,6.0,16.0,14.0,8.0,25.0,4.0,37.0,31.0,16.0,14.0,0.0,2.4745322701580306,0.03546099290780142
2523,https://www.zomato.com/jakarta/bakmi-pik-pantai-indah-kapuk/info,100000.0,59.0,-6.103199,106.741244,0,3.1,0,17,0,9,00000010000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvkb,0.0,16.0,26.0,43.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,65.0,18.0,73.0,2.0,0.0,1.8031013556286068,0.12844036697247707
2525,https://www.zomato.com/jakarta/eight-treasures-silver-pantai-indah-kapuk/info,400000.0,95.0,-6.116285,106.757384,0,3.9,0,246,0,1063,00000000000000000001000000000000010000000000000000000000000000000010000000000000000000,qqgvjq,0.0,11.0,19.0,11.0,1.0,4.0,8.0,6.0,0.0,1.0,3.0,16.0,5.0,8.0,2.0,0.0,2.286976092889141,0.14285714285714285
2526,https://www.zomato.com/jakarta/warung-wakaka-muara-karang/info,130000.0,855.0,-6.113498,106.773775,0,4.1,0,607,0,108,00000000000000000000100000000000000010000000000001000000000000000000000000100000000000,qqgvjx,0.0,49.0,81.0,58.0,10.0,3.0,7.0,14.0,5.0,4.0,4.0,63.0,35.0,119.0,10.0,0.0,2.1195932608270542,0.12408759124087591
2527,https://www.zomato.com/jakarta/bakmi-lamlo-pantai-indah-kapuk/info,80000.0,169.0,-6.1027452723,106.741319038,0,3.8,0,240,0,37,00000010000000000001000000000000000000000000000000100000000000000000000000000000000000,qqgvkc,0.0,20.0,22.0,24.0,1.0,6.0,4.0,7.0,0.0,8.0,7.0,66.0,20.0,57.0,4.0,0.0,2.103722437520789,0.2692307692307692
2528,https://www.zomato.com/jakarta/aryana-1-pantai-indah-kapuk/info,250000.0,9.0,-6.1097491243,106.7402961105,0,3.2,4,0,0,1233,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,71.0,50.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,78.0,6.0,0.0,2.1298656905682183,0.25287356321839083
2529,https://www.zomato.com/jakarta/seafood-pasar-ramai-pantai-indah-kapuk/info,150000.0,5.0,-6.094585,106.74272,0,3.1,0,20,0,1468,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqgvkf,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.4241299173467734,0.0
2530,https://www.zomato.com/jakarta/soulspin-cengkareng/info,200000.0,62.0,-6.13654,106.709836,0,3.9,0,603,0,1563,00010000000000000000000000000000010000000000000000000000000000000000000000000000000010,qqgvh4,0.0,23.0,20.0,84.0,109.0,2.0,8.0,6.0,4.0,17.0,10.0,34.0,20.0,73.0,14.0,0.0,2.1557574491870444,0.0
2531,https://www.zomato.com/jakarta/tanamera-coffee-roastery-pantai-indah-kapuk/info,250000.0,206.0,-6.1164008486,106.7570029199,1,4.1,0,72,0,192,00010000000000000000100000000000000000000000000000000000000000000000000000000000000010,qqgvjq,0.0,11.0,26.0,11.0,3.0,4.0,8.0,6.0,0.0,1.0,3.0,18.0,5.0,13.0,2.0,0.0,2.260956656016485,0.18181818181818182
2532,https://www.zomato.com/jakarta/mcdonalds-muara-karang/info,100000.0,94.0,-6.1156127671,106.7748774961,1,3.7,0,37,0,819,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqgvjw,0.0,42.0,75.0,70.0,17.0,3.0,12.0,15.0,12.0,8.0,5.0,42.0,51.0,62.0,9.0,0.0,2.293819739438103,0.01680672268907563
2533,https://www.zomato.com/jakarta/bakmi-ahiung-khas-jambi-cengkareng/info,80000.0,29.0,-6.1341350418,106.7196078971,0,3.9,0,73,0,275,00000010000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvh7,0.0,49.0,45.0,84.0,257.0,2.0,16.0,22.0,2.0,39.0,7.0,30.0,33.0,69.0,29.0,0.0,2.084737175038523,0.375
2534,https://www.zomato.com/jakarta/sunshine-vegetarian-1-pantai-indah-kapuk/info,150000.0,27.0,-6.1122097352,106.7471984401,0,3.3,0,582,0,986,00000000000000000001000000000000010010000000000000000000000000000000000000000000000000,qqgvjp,0.0,24.0,33.0,47.0,2.0,6.0,2.0,7.0,0.0,0.0,3.0,62.0,14.0,76.0,4.0,0.0,1.9541989675343676,0.21052631578947367
2536,https://www.zomato.com/jakarta/gyeong-ja-cengkareng/info,150000.0,197.0,-6.1258027313,106.7110979185,0,4.1,0,67,0,368,00000000000100000000000000000000000000000001000000000000000000000000000000000000000000,qqgvhk,0.0,10.0,18.0,88.0,19.0,1.0,11.0,8.0,3.0,23.0,4.0,36.0,49.0,52.0,13.0,0.0,2.209691200880392,0.16666666666666666
2537,https://www.zomato.com/jakarta/tea-garden-cengkareng/info,240000.0,67.0,-6.1330456317,106.7352565751,0,3.6,0,488,0,97,00000000000000000001000100000000000000000000000000000000000000000000000000000000000010,qqgvhg,0.0,78.0,71.0,148.0,91.0,16.0,6.0,33.0,6.0,40.0,10.0,42.0,67.0,134.0,38.0,0.0,2.3290210480151377,0.25
2538,https://www.zomato.com/jakarta/rainbow-kitchen-pantai-indah-kapuk/info,200000.0,115.0,-6.105555,106.741109,0,2.8,0,35,0,3,00000000000000000001000100000000000000000000000000000000000000000000000000000000000000,qqgvkb,0.0,30.0,59.0,87.0,4.0,0.0,0.0,9.0,0.0,2.0,1.0,91.0,27.0,90.0,3.0,0.0,1.8659200665726017,0.14634146341463414
2539,https://www.zomato.com/jakarta/sari-sanjaya-1-pantai-indah-kapuk/info,100000.0,59.0,-6.1162068287,106.759622097,1,3.7,0,20,0,285,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqgvjq,0.0,11.0,19.0,11.0,0.0,4.0,8.0,6.0,0.0,1.0,4.0,13.0,16.0,7.0,2.0,0.0,2.273130585334896,0.0
2540,https://www.zomato.com/jakarta/nakayoshi-sushi-pantai-indah-kapuk/info,130000.0,72.0,-6.1089647001,106.7400791869,0,3.7,0,8,4,0,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqgvhz,0.0,48.0,60.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.1223088501604823,0.011627906976744186
2541,https://www.zomato.com/jakarta/angke-pik-pantai-indah-kapuk/info,4.500001278000212e+21,19.0,-6.1163511769,106.7580543459,0,3.7,0,203,0,3,00010000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjq,0.0,15.0,28.0,10.0,1.0,4.0,8.0,6.0,0.0,1.0,3.0,15.0,19.0,8.0,2.0,0.0,2.222805459399343,0.16666666666666666
2543,https://www.zomato.com/jakarta/pancious-pantai-indah-kapuk/info,400000.0,134.0,-6.110088,106.740572,1,4.0,0,136,0,57,00000000000000000000001000000000000001000000000000000000000000000000000000000000000010,qqgvhz,0.0,56.0,76.0,50.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,78.0,6.0,0.0,2.126207585539757,0.10989010989010989
2544,https://www.zomato.com/jakarta/atek-pantai-indah-kapuk/info,220000.0,155.0,-6.11156,106.742375,0,4.0,2,2,0,10,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,58.0,77.0,52.0,6.0,6.0,4.0,11.0,0.0,8.0,7.0,95.0,46.0,79.0,6.0,0.0,2.1119541793590884,0.2826086956521739
2545,https://www.zomato.com/jakarta/bakmi-galaksi-pantai-indah-kapuk/info,100000.0,6.0,-6.11427996,106.755105257,0,3.4,0,73,0,3,00000010000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgvjq,0.0,36.0,39.0,25.0,3.0,4.0,8.0,9.0,0.0,1.0,5.0,31.0,21.0,20.0,4.0,0.0,2.213775991827974,0.23076923076923078
2546,https://www.zomato.com/jakarta/seroja-baru-pantai-indah-kapuk/info,120000.0,30.0,-6.1125911106,106.7474059761,0,2.7,2,2,0,80,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjp,0.0,22.0,29.0,41.0,2.0,2.0,0.0,7.0,0.0,0.0,2.0,58.0,14.0,75.0,4.0,0.0,1.8830660964673633,0.125
2547,https://www.zomato.com/jakarta/vegetus-vegetarian-muara-karang/info,250000.0,70.0,-6.122538,106.783014,0,4.1,0,174,0,1384,00000000000000000001000000000000010000000000000000000000000000000000000000000000000000,qqgvjv,0.0,84.0,132.0,44.0,136.0,12.0,11.0,33.0,5.0,8.0,4.0,67.0,40.0,74.0,16.0,0.0,2.22909136720681,0.27461139896373055
2548,https://www.zomato.com/jakarta/may-star-pantai-indah-kapuk/info,300000.0,113.0,-6.1089973706,106.7401737347,1,3.8,0,35,0,199,00000000000000000001000100000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,48.0,61.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.121825073443978,0.26744186046511625
2549,https://www.zomato.com/jakarta/ikkudo-ichi-pantai-indah-kapuk/info,180000.0,522.0,-6.112535,106.7377,1,4.3,0,29,0,191,00000000000000000000000000000000000000100000000000000000000000001000000000000000000000,qqgvhz,0.0,26.0,40.0,26.0,2.0,6.0,4.0,9.0,0.0,8.0,4.0,23.0,21.0,28.0,2.0,0.0,2.2412781084371836,0.022222222222222223
2550,https://www.zomato.com/jakarta/lau-lim-mee-pok-1-pantai-indah-kapuk/info,150000.0,199.0,-6.1107015664,106.7412700877,0,4.1,0,45,0,1112,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000,qqgvhz,0.0,56.0,76.0,52.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,79.0,6.0,0.0,2.12558488992832,0.010869565217391304
2551,https://www.zomato.com/jakarta/happy-mimi-hotpot-stir-fry-shao-kao-muara-karang/info,200000.0,149.0,-6.116159,106.777473,0,4.3,2,2,0,1038,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjy,0.0,24.0,50.0,63.0,9.0,2.0,6.0,14.0,7.0,6.0,5.0,22.0,44.0,47.0,8.0,0.0,2.253657292047861,0.25806451612903225
2552,https://www.zomato.com/jakarta/seven-to-7-pantai-indah-kapuk/info,250000.0,98.0,-6.112094,106.745234,0,4.0,0,310,0,1525,00000000000000000000000000000000000000100000000000000000000000000000000000000000000010,qqgvjp,0.0,30.0,45.0,74.0,2.0,6.0,4.0,8.0,0.0,2.0,1.0,74.0,28.0,89.0,5.0,0.0,1.9763471355805908,0.2389937106918239
2553,https://www.zomato.com/jakarta/penang-hawker-pantai-indah-kapuk/info,200000.0,23.0,-6.105761,106.741031,0,3.2,0,216,0,730,00000000000000000000000000000000000000000000000100000000000010000000000000000000000000,qqgvkb,0.0,38.0,63.0,87.0,4.0,0.0,0.0,9.0,0.0,2.0,1.0,91.0,27.0,90.0,3.0,0.0,1.878300739922935,0.0
2555,https://www.zomato.com/jakarta/pvblic-bistro-bar-pantai-indah-kapuk/info,300000.0,154.0,-6.1235695366,106.7386183888,0,4.0,0,19,0,1343,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgvhv,0.0,11.0,10.0,108.0,10.0,3.0,6.0,12.0,2.0,28.0,6.0,12.0,59.0,94.0,24.0,0.0,2.0541805712230414,0.16666666666666666
2556,https://www.zomato.com/jakarta/rumahan-coffee-kitchen-pantai-indah-kapuk/info,80000.0,14.0,-6.1035363731,106.741037406,0,3.6,0,55,1,2,00000000000000000000100000000000000000000000000000000000000000000000100000000000000000,qqgvkb,0.0,16.0,26.0,50.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,73.0,20.0,75.0,3.0,0.0,1.8129164597426142,0.10569105691056911
2557,https://www.zomato.com/jakarta/grandma-s-suki-pantai-indah-kapuk/info,250000.0,122.0,-6.1125537731,106.7472470552,0,4.0,2,2,0,690,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjp,0.0,24.0,29.0,45.0,2.0,6.0,2.0,7.0,0.0,0.0,2.0,62.0,14.0,76.0,4.0,0.0,1.9418324553556996,0.12037037037037036
2558,https://www.zomato.com/jakarta/dor%C3%A9-by-letao-pantai-indah-kapuk/info,250000.0,36.0,-6.108566,106.739643,1,3.9,0,9,0,15,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,44.0,57.0,48.0,3.0,6.0,4.0,11.0,0.0,8.0,9.0,91.0,34.0,75.0,6.0,0.0,2.1175214698422957,0.047619047619047616
2560,https://www.zomato.com/jakarta/super-kopi-pantai-indah-kapuk/info,150000.0,4.0,-6.1110126016,106.737495549,0,3.7,0,41,1,2,00000000000000000000100000000000000000000000000000000000000000000000000000000000100000,qqgvhz,0.0,26.0,46.0,35.0,3.0,6.0,4.0,9.0,0.0,8.0,4.0,78.0,26.0,62.0,4.0,0.0,2.0974334064988334,0.2112676056338028
2562,https://www.zomato.com/jakarta/koiyaki-pantai-indah-kapuk/info,70000.0,123.0,-6.108993,106.740088,0,4.0,0,92,0,5,00000000000000000000001000000000000000100000000000000000000000000000000000000000000000,qqgvhz,0.0,48.0,60.0,49.0,3.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,38.0,76.0,6.0,0.0,2.1223088501604823,0.023255813953488372
2563,https://www.zomato.com/jakarta/chatelier-1-pantai-indah-kapuk/info,200000.0,14.0,-6.127722,106.766676,0,3.8,0,268,0,378,00010000000000000000101000000000000000000000000000000000000000000000000000000000100010,qqgvjs,0.0,6.0,8.0,22.0,2.0,2.0,2.0,16.0,0.0,4.0,8.0,50.0,32.0,14.0,2.0,0.0,2.082726886090542,0.0
2564,https://www.zomato.com/jakarta/taiyaki-patisserie-pantai-indah-kapuk/info,60000.0,48.0,-6.109221,106.740395,0,3.7,0,92,0,5,00000000000000000000001000000000000000100000000000000000000000000000000000000000000000,qqgvhz,0.0,54.0,67.0,50.0,4.0,6.0,4.0,13.0,0.0,8.0,9.0,93.0,41.0,77.0,6.0,0.0,2.125536044118887,0.022988505747126436
2565,https://www.zomato.com/jakarta/pepperloin-steakhouse-pantai-indah-kapuk/info,250000.0,260.0,-6.1140799386,106.7548554763,0,4.2,0,24,0,3,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qqgvjq,0.0,39.0,45.0,29.0,3.0,4.0,8.0,9.0,0.0,1.0,5.0,33.0,21.0,23.0,4.0,0.0,2.1879392757752045,0.0
2566,https://www.zomato.com/jakarta/pepper-lunch-express-pantai-indah-kapuk/info,200000.0,41.0,-6.109972,106.740647,0,2.9,2,1,2,1,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgvhz,0.0,56.0,76.0,50.0,6.0,6.0,4.0,13.0,0.0,8.0,9.0,95.0,41.0,78.0,6.0,0.0,2.126207585539757,0.01098901098901099
2568,https://www.zomato.com/jakarta/bakesmith-pantai-indah-kapuk/info,100000.0,73.0,-6.115959,106.759216,0,4.0,0,161,0,111,00000100000000000010000000000000000000000000000000000000000000000000000000000000000000,qqgvjq,0.0,11.0,19.0,10.0,0.0,4.0,8.0,6.0,0.0,1.0,4.0,14.0,19.0,7.0,2.0,0.0,2.2566051863867225,0.0
2571,https://www.zomato.com/jakarta/burgushi-pluit/info,100000.0,165.0,-6.112452,106.782659,1,3.5,2,1,0,198,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgvjz,0.0,57.0,109.0,53.0,15.0,12.0,5.0,18.0,7.0,3.0,0.0,79.0,58.0,160.0,13.0,0.0,2.090257657647359,0.08415841584158416
2572,https://www.zomato.com/jakarta/minus-two-restaurant-bar-pantai-indah-kapuk/info,525000.0,135.0,-6.124418,106.745286,0,4.0,0,19,0,496,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgvjj,0.0,12.0,11.0,54.0,6.0,0.0,8.0,6.0,4.0,16.0,0.0,32.0,29.0,92.0,12.0,0.0,2.0460820137665996,0.14285714285714285
2574,https://www.zomato.com/jakarta/herbivore-pantai-indah-kapuk/info,120000.0,10.0,-6.1041157795,106.7415587604,0,2.9,0,181,0,334,00000000000000000000000000000000010010000000000000000000000000000000000000000000000000,qqgvkb,0.0,20.0,44.0,66.0,4.0,0.0,0.0,9.0,0.0,0.0,1.0,89.0,22.0,83.0,3.0,0.0,1.8265816586005306,0.11920529801324503
2575,https://www.zomato.com/jakarta/pauline-bakery-pantai-indah-kapuk/info,100000.0,13.0,-6.111829,106.74212,0,3.5,0,12,0,8,00000100000000000000000000000000000000000000000000000000000000000000000000000000000000,qqgvhz,0.0,58.0,77.0,52.0,6.0,6.0,4.0,11.0,0.0,8.0,7.0,95.0,45.0,79.0,6.0,0.0,2.111536665408169,0.010869565217391304
2576,https://www.zomato.com/jakarta/kwetiaw-sapi-mangga-besar-78-muara-karang/info,80000.0,86.0,-6.116924,106.781489,0,3.9,2,2,0,4,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqgvjy,0.0,55.0,89.0,54.0,120.0,9.0,4.0,23.0,0.0,3.0,5.0,50.0,53.0,97.0,12.0,0.0,2.174636071965442,0.18493150684931506
2578,https://www.zomato.com/jakarta/caf%C3%A9-kumo-1-pantai-indah-kapuk/info,250000.0,24.0,-6.1162447,106.7590849,0,3.9,0,697,0,38,00000000000000000000100000000100000000100000000000000000000000000000000000000000000010,qqgvjq,0.0,11.0,19.0,10.0,0.0,4.0,8.0,6.0,0.0,1.0,4.0,15.0,19.0,9.0,2.0,0.0,2.2603729609159564,0.0
2579,https://www.zomato.com/jakarta/chuga-pantai-indah-kapuk/info,100000.0,117.0,-6.1053322643,106.7410213128,0,4.0,0,67,0,1610,00000000000100000000000000000000000000000001000000000000000000000000000000000000000000,qqgvkb,0.0,28.0,58.0,80.0,4.0,0.0,0.0,9.0,0.0,2.0,1.0,89.0,25.0,89.0,3.0,0.0,1.8661057237156338,0.06875
2580,https://www.zomato.com/jakarta/sushi-mentai-pantai-indah-kapuk/info,200000.0,155.0,-6.116204,106.756166,0,4.1,0,8,0,28,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqgvjq,0.0,21.0,35.0,12.0,4.0,4.0,8.0,7.0,0.0,1.0,3.0,20.0,12.0,15.0,2.0,0.0,2.229711209855476,0.0
2581,https://www.zomato.com/jakarta/koultoura-pantai-indah-kapuk/info,400000.0,23.0,-6.123600206,106.7425092682,0,3.7,0,772,0,1594,00000000000000000010000001000000000001000000000000000000000000000000000000000000000010,qqgvhv,0.0,12.0,14.0,81.0,8.0,3.0,6.0,6.0,2.0,18.0,2.0,7.0,51.0,74.0,16.0,0.0,2.050600668321666,0.0
2582,https://www.zomato.com/jakarta/brew-and-else-pantai-indah-kapuk/info,150000.0,442.0,-6.112797,106.748139,0,4.4,0,34,0,768,00000000000000000010100000000000000000000000000000000000000000000000000000000000100000,qqgvjp,0.0,12.0,25.0,36.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,54.0,13.0,64.0,4.0,0.0,1.8569723899202628,0.07
2583,https://www.zomato.com/jakarta/ground-coffee-1-pantai-indah-kapuk/info,180000.0,7.0,-6.1122910775,106.7367260903,0,2.8,0,267,0,6,00000000000000000000100000000000000010000000000000000000000000000000000000000000100010,qqgvhz,0.0,16.0,27.0,22.0,2.0,6.0,4.0,9.0,0.0,8.0,4.0,21.0,18.0,18.0,2.0,0.0,2.3150715547475307,0.32432432432432434
2584,https://www.zomato.com/jakarta/burger-bangor-cengkareng/info,70000.0,16.0,-6.130248,106.736094,0,3.5,0,51,0,77,00000000000000000100000000000000000000000000000000000000000000000000000000000000000000,qqgvhu,0.0,30.0,54.0,121.0,28.0,11.0,18.0,49.0,4.0,38.0,6.0,31.0,30.0,127.0,24.0,0.0,2.2937381386512343,0.0
2585,https://www.zomato.com/jakarta/native-coffee-tribe-pantai-indah-kapuk/info,100000.0,126.0,-6.1141052747,106.7548923567,0,4.1,1,4,0,11,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqgvjq,0.0,39.0,45.0,27.0,3.0,4.0,8.0,9.0,0.0,1.0,5.0,31.0,21.0,23.0,4.0,0.0,2.191285782874916,0.19230769230769232
