index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_1000_airport,d_1000_atm,d_1000_bank,d_1000_cafe,d_1000_convenience_store,d_1000_gas_station,d_1000_hospital,d_1000_lodging,d_1000_meal_takeaway,d_1000_mosque,d_1000_park,d_1000_restaurant,d_1000_school,d_1000_store,d_1000_supermarket,d_1000_train_station,en_1000,n_compt_1000
759,https://www.zomato.com/jakarta/ben-kopi-1-tebet/info,50000.0,26.0,-6.23848,106.851874,0,3.0,1,4,0,1348,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqgux2,0.0,123.0,96.0,48.0,57.0,18.0,28.0,41.0,22.0,74.0,22.0,72.0,55.0,73.0,18.0,2.0,2.488726912285336,0.3466666666666667
760,https://www.zomato.com/jakarta/menya-sakura-tebet/info,200000.0,181.0,-6.222455,106.842062,1,4.1,0,29,0,16,00000000000000000000000000000000000000100000000000000000000000001000000000000000000000,qqgux7,3.0,77.0,58.0,63.0,32.0,17.0,49.0,39.0,9.0,64.0,30.0,56.0,32.0,41.0,51.0,0.0,2.5601224236023885,0.10852713178294573
761,https://www.zomato.com/jakarta/resto-tigapuluh-tebet/info,120000.0,43.0,-6.23438,106.846511,0,3.6,4,0,0,74,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux3,3.0,52.0,63.0,21.0,51.0,14.0,22.0,19.0,6.0,57.0,28.0,41.0,32.0,31.0,22.0,0.0,2.5267923803611105,0.2711864406779661
763,https://www.zomato.com/jakarta/comic-cafe-tebet/info,200000.0,310.0,-6.228315,106.855115,0,2.5,0,654,0,196,01000000000000000010000000000000000000010000000000000000000000000000000000000000000000,qqguxd,3.0,67.0,69.0,36.0,44.0,23.0,32.0,52.0,34.0,79.0,27.0,65.0,46.0,44.0,27.0,0.0,2.587819622738655,0.07352941176470588
764,https://www.zomato.com/jakarta/kedai-kawa-wahidin-tebet/info,80000.0,10.0,-6.211381,106.846272,0,3.1,0,706,0,5,00000000000000000010001000000000000000000000000000000000010000000000000000000000000000,qqguxm,0.0,63.0,45.0,37.0,42.0,15.0,75.0,17.0,6.0,142.0,27.0,27.0,39.0,42.0,66.0,0.0,2.4158619780191684,0.0
765,https://www.zomato.com/jakarta/wingstop-tebet/info,120000.0,520.0,-6.223107,106.843107,1,4.3,0,27,0,4,01000000000000000000000000100000000000000000000000000000000000000000000000000000000000,qqgux7,3.0,55.0,41.0,48.0,18.0,17.0,31.0,23.0,6.0,60.0,24.0,35.0,36.0,41.0,38.0,0.0,2.557964767410378,0.012048192771084338
766,https://www.zomato.com/jakarta/warung-makan-neng-hera-tebet/info,60000.0,5.0,-6.224189,106.849046,0,3.9,4,0,4,0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux6,0.0,99.0,69.0,58.0,50.0,20.0,27.0,57.0,42.0,84.0,19.0,96.0,29.0,47.0,46.0,0.0,2.5251620680990587,0.17341040462427745
768,https://www.zomato.com/jakarta/marugame-udon-tebet/info,120000.0,941.0,-6.224024,106.843354,1,4.6,2,1,0,6,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgux6,0.0,69.0,28.0,44.0,34.0,11.0,15.0,37.0,17.0,51.0,10.0,39.0,28.0,32.0,32.0,0.0,2.518311270390745,0.15517241379310345
769,https://www.zomato.com/jakarta/gado-gado-boplo-tebet/info,150000.0,29.0,-6.225001,106.853069,1,3.0,0,231,0,97,00000000000001000000000000000000000000010000000000000000000000000000010000000100000000,qqguxd,3.0,66.0,71.0,36.0,56.0,23.0,36.0,62.0,31.0,83.0,32.0,50.0,36.0,45.0,41.0,0.0,2.5949388840581604,0.046875
770,https://www.zomato.com/jakarta/nebe-kitchen-kampung-melayu/info,100000.0,15.0,-6.244829,106.875327,0,3.1,2,2,0,51,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qquh2p,0.0,33.0,20.0,64.0,28.0,2.0,54.0,54.0,16.0,53.0,6.0,20.0,25.0,66.0,20.0,0.0,2.4255410856505835,0.3333333333333333
772,https://www.zomato.com/jakarta/seungit-bumbu-tebet/info,100000.0,11.0,-6.238672,106.860232,0,2.7,0,96,0,33,00000000000000000000000000000000000010000000000000000000000000000000000000000100000000,qqgux8,0.0,88.0,68.0,55.0,30.0,18.0,18.0,28.0,12.0,78.0,16.0,48.0,34.0,67.0,16.0,2.0,2.470462911155707,0.35294117647058826
773,https://www.zomato.com/jakarta/soerabaja-cafe-tebet/info,150000.0,7.0,-6.236604,106.843507,0,2.5,0,34,0,11,00000000000000000010100000000000000000000000000000000000000000000000000000000000100000,qqgux2,2.0,66.0,35.0,19.0,23.0,16.0,18.0,30.0,6.0,34.0,9.0,43.0,36.0,46.0,17.0,0.0,2.5057953386069833,0.16216216216216217
774,https://www.zomato.com/jakarta/colony-coffee-resto-tebet/info,150000.0,46.0,-6.228969,106.856159,0,3.2,0,152,0,6,00000000000000000010000000000000000010000000000000000000000000000000000000000000000000,qqguxd,0.0,58.0,60.0,36.0,33.0,21.0,28.0,44.0,28.0,84.0,24.0,61.0,45.0,33.0,19.0,0.0,2.546959225186778,0.3620689655172414
776,https://www.zomato.com/jakarta/burger-king-tebet/info,125000.0,94.0,-6.223021,106.843141,1,3.7,0,63,0,4,00000000000000000100000000100000000000000000000000000000000000000000000000000000000000,qqgux7,3.0,58.0,41.0,48.0,21.0,17.0,31.0,23.0,6.0,60.0,24.0,35.0,36.0,41.0,38.0,0.0,2.559358391434867,0.011904761904761904
778,https://www.zomato.com/jakarta/kedai-kopi-h-tebet/info,80000.0,10.0,-6.24125,106.847445,0,3.4,1,4,0,11,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqgurr,2.0,56.0,58.0,30.0,49.0,18.0,13.0,36.0,8.0,51.0,20.0,45.0,32.0,31.0,29.0,0.0,2.5444928596961027,0.3392857142857143
779,https://www.zomato.com/jakarta/fore-coffee-tebet/info,70000.0,8.0,-6.235178,106.846452,1,3.4,0,40,0,18,00000000000000100000100000000000000000000000000000000000000000000000000000000000100000,qqgux2,0.0,71.0,59.0,23.0,21.0,8.0,26.0,29.0,6.0,48.0,16.0,54.0,48.0,57.0,20.0,0.0,2.4602931513058017,0.19230769230769232
780,https://www.zomato.com/jakarta/lenma-coffee-1-tebet/info,80000.0,24.0,-6.223084,106.859119,0,3.7,1,4,0,70,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguxe,0.0,92.0,99.0,52.0,41.0,20.0,22.0,57.0,59.0,129.0,14.0,104.0,33.0,71.0,54.0,2.0,2.4928289587297146,0.17073170731707318
781,https://www.zomato.com/jakarta/bakso-soun-mie-ayam-ttd-47-tebet/info,50000.0,114.0,-6.233039,106.856874,0,4.0,0,106,4,0,00000011000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux9,0.0,73.0,74.0,45.0,46.0,13.0,20.0,42.0,37.0,92.0,32.0,95.0,61.0,34.0,26.0,2.0,2.5233294284294097,0.23711340206185566
782,https://www.zomato.com/jakarta/sumoboo-tebet/info,180000.0,737.0,-6.223872,106.843346,1,4.2,0,95,0,5,00000000000000100000001000000000000000000000000000000000000000000000000000000000000000,qqgux6,0.0,67.0,28.0,44.0,33.0,11.0,15.0,37.0,17.0,51.0,10.0,39.0,27.0,30.0,32.0,0.0,2.5198241408470388,0.14655172413793102
783,https://www.zomato.com/jakarta/mie-ceker-bandung-tebet/info,100000.0,93.0,-6.23738,106.847026,0,3.6,0,307,0,26,00000010000000000000000000000000000000000000000000000000000000000000000000000100000000,qqgux2,0.0,87.0,67.0,27.0,28.0,16.0,26.0,27.0,8.0,48.0,16.0,59.0,51.0,65.0,16.0,0.0,2.459396603454683,0.017543859649122806
784,https://www.zomato.com/jakarta/wiken-koffie-1-tebet/info,50000.0,10.0,-6.223918,106.847929,0,3.5,1,4,2,1,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqgux6,0.0,91.0,66.0,51.0,49.0,18.0,27.0,56.0,31.0,75.0,17.0,84.0,24.0,45.0,50.0,0.0,2.524369590584489,0.16025641025641027
785,https://www.zomato.com/jakarta/temu-kopi-tebet/info,100000.0,22.0,-6.225946,106.858075,0,2.9,1,4,0,26,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguxd,0.0,69.0,50.0,39.0,40.0,15.0,35.0,62.0,40.0,138.0,15.0,62.0,41.0,41.0,33.0,0.0,2.488201946556303,0.25
786,https://www.zomato.com/jakarta/tanpopo-jakarta-tebet/info,80000.0,24.0,-6.224846,106.852977,0,3.9,2,1,0,149,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqgux6,0.0,91.0,83.0,42.0,58.0,19.0,31.0,72.0,45.0,106.0,35.0,85.0,31.0,48.0,46.0,2.0,2.5492249548696932,0.07
789,https://www.zomato.com/jakarta/whats-up-caf%C3%A9-tebet/info,80000.0,225.0,-6.229099,106.853827,0,2.2,0,197,0,1390,00000000000000000000001000000000000010000000000000000000000000000000000000100000000000,qqguxd,3.0,78.0,72.0,41.0,44.0,23.0,31.0,56.0,31.0,68.0,23.0,67.0,50.0,58.0,21.0,0.0,2.573298281106938,0.3157894736842105
790,https://www.zomato.com/jakarta/baristocrate-coffee-things-tebet/info,150000.0,7.0,-6.233707,106.856965,0,3.4,4,0,4,0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux9,0.0,64.0,69.0,43.0,42.0,13.0,18.0,42.0,35.0,86.0,32.0,85.0,59.0,36.0,26.0,2.0,2.5366290665313738,0.24444444444444444
791,https://www.zomato.com/jakarta/mastercheese-pizza-tebet/info,100000.0,187.0,-6.228121,106.856264,0,3.8,0,47,4,0,00000000000000000000000000000000000001000000000000000000000000100000000000000000000000,qqguxd,0.0,57.0,63.0,36.0,36.0,21.0,30.0,44.0,34.0,90.0,24.0,66.0,43.0,35.0,27.0,0.0,2.5540977654251336,0.016129032258064516
793,https://www.zomato.com/jakarta/boost-coffee-tebet/info,50000.0,4.0,-6.240254,106.854493,0,3.3,1,4,0,14,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqgurx,0.0,73.0,67.0,44.0,68.0,8.0,16.0,34.0,18.0,50.0,22.0,66.0,44.0,47.0,26.0,0.0,2.5027295494789135,0.2923076923076923
794,https://www.zomato.com/jakarta/seblak-jeletet-anna-tebet/info,80000.0,4.0,-6.228169,106.85551,0,2.4,4,0,4,0,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguxd,0.0,64.0,69.0,36.0,43.0,21.0,34.0,49.0,34.0,79.0,24.0,64.0,46.0,42.0,27.0,0.0,2.567240268226342,0.328125
797,https://www.zomato.com/jakarta/cake-lab-tebet/info,120000.0,253.0,-6.241648,106.847245,0,4.2,0,204,0,117,00000100000000000010001000000000000000000000000000000000000000000000000000000000000000,qqgurr,2.0,56.0,58.0,30.0,49.0,18.0,13.0,35.0,8.0,51.0,20.0,45.0,32.0,32.0,29.0,0.0,2.544742972837816,0.09090909090909091
800,https://www.zomato.com/jakarta/ayam-bakar-mas-mono-tebet/info,90000.0,114.0,-6.228407,106.855727,0,3.0,1,5,0,4,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguxd,0.0,63.0,66.0,36.0,36.0,21.0,32.0,44.0,34.0,79.0,24.0,64.0,46.0,37.0,27.0,0.0,2.5643232954387924,0.046875
801,https://www.zomato.com/jakarta/medanian-coffee-nusantara-cuisine-tebet/info,120000.0,71.0,-6.224705,106.844585,0,3.6,0,537,0,19,00000000000000000010100000000000000010000000000000100000000000000000000000000000000000,qqgux6,0.0,67.0,37.0,44.0,38.0,15.0,19.0,35.0,14.0,57.0,8.0,44.0,26.0,40.0,36.0,0.0,2.521981451721888,0.09917355371900827
802,https://www.zomato.com/jakarta/raja-laut-seafood-101-1-tebet/info,80000.0,5.0,-6.228114,106.847774,0,2.9,0,20,0,885,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqgux6,0.0,101.0,75.0,58.0,46.0,19.0,24.0,51.0,34.0,75.0,25.0,91.0,37.0,62.0,28.0,0.0,2.521766657579226,0.0
803,https://www.zomato.com/jakarta/dapur-cantiq-tebet/info,50000.0,7.0,-6.239596,106.845863,0,3.1,0,7,4,0,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqgux2,2.0,79.0,43.0,25.0,26.0,19.0,16.0,30.0,6.0,34.0,16.0,54.0,35.0,60.0,17.0,0.0,2.48945185567481,0.5333333333333333
804,https://www.zomato.com/jakarta/wayang-bistro-tebet/info,280000.0,198.0,-6.223949,106.842897,0,4.1,4,0,0,630,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux6,0.0,66.0,26.0,44.0,34.0,11.0,13.0,35.0,17.0,48.0,13.0,39.0,26.0,28.0,32.0,0.0,2.524657063074635,0.09649122807017543
805,https://www.zomato.com/jakarta/yole-tebet/info,100000.0,21.0,-6.223991,106.842176,1,3.5,0,9,0,8,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqgux6,0.0,65.0,25.0,48.0,35.0,11.0,13.0,38.0,17.0,45.0,16.0,48.0,25.0,25.0,30.0,0.0,2.522980063158129,0.09929078014184398
806,https://www.zomato.com/jakarta/coffite-quality-street-coffee-tebet/info,100000.0,87.0,-6.234518,106.846457,0,3.9,0,182,0,30,00000000000000000010100000000000000001000000000000000000000000000000000000000000000000,qqgux3,3.0,52.0,63.0,21.0,50.0,14.0,22.0,19.0,6.0,57.0,28.0,41.0,32.0,31.0,22.0,0.0,2.5274740886465468,0.22413793103448276
807,https://www.zomato.com/jakarta/sop-duren-3d-tebet/info,60000.0,9.0,-6.238647,106.84891,0,3.0,0,9,0,95,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000,qqgux2,0.0,108.0,81.0,34.0,49.0,16.0,24.0,32.0,10.0,57.0,18.0,57.0,48.0,67.0,17.0,0.0,2.4533309576956013,0.09230769230769231
808,https://www.zomato.com/jakarta/ootoya-tebet/info,250000.0,77.0,-6.222392,106.842017,1,3.4,0,8,0,20,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqgux5,3.0,106.0,73.0,81.0,59.0,17.0,54.0,50.0,18.0,75.0,30.0,77.0,33.0,58.0,56.0,0.0,2.5515553450678246,0.14450867052023122
809,https://www.zomato.com/jakarta/kitamura-shabu-shabu-tebet/info,200000.0,20.0,-6.226985,106.854743,1,3.0,2,1,0,827,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguxd,3.0,65.0,70.0,42.0,44.0,23.0,36.0,63.0,32.0,88.0,27.0,64.0,47.0,44.0,37.0,0.0,2.5895893113310433,0.05555555555555555
810,https://www.zomato.com/meatmekotakasablanka/info,400000.0,184.0,-6.223542,106.84208,0,4.0,0,24,0,199,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qqgux7,3.0,43.0,35.0,53.0,22.0,17.0,33.0,27.0,6.0,59.0,30.0,49.0,34.0,29.0,34.0,0.0,2.570628254287552,0.0
811,https://www.zomato.com/jakarta/toast-box-tebet/info,100000.0,51.0,-6.223649,106.841898,1,3.2,0,45,4,0,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000,qqgux5,3.0,74.0,47.0,76.0,49.0,17.0,41.0,39.0,15.0,63.0,30.0,72.0,31.0,43.0,34.0,0.0,2.5631465975845624,0.018404907975460124
812,https://www.zomato.com/jakarta/bebek-kaleyo-tebet/info,120000.0,748.0,-6.225731,106.856863,1,4.3,1,5,0,1338,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguxd,0.0,47.0,45.0,34.0,44.0,15.0,32.0,56.0,32.0,122.0,18.0,64.0,31.0,37.0,36.0,0.0,2.5034303179065587,0.05555555555555555
814,https://www.zomato.com/jakarta/loteng-tebet/info,150000.0,12.0,-6.228403,106.855098,0,2.7,0,632,0,999,01000000000000000010000000000000000001000000000000000000000000000000000000000000000000,qqguxd,3.0,68.0,69.0,36.0,44.0,23.0,32.0,52.0,34.0,79.0,24.0,65.0,46.0,44.0,27.0,0.0,2.5843105398497226,0.043478260869565216
816,https://www.zomato.com/jakarta/wangja-tebet/info,200000.0,48.0,-6.229089,106.854434,0,3.5,0,10,0,108,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000,qqguxd,3.0,72.0,71.0,41.0,38.0,23.0,31.0,44.0,28.0,70.0,23.0,64.0,46.0,54.0,21.0,0.0,2.574713127634784,0.014084507042253521
818,https://www.zomato.com/jakarta/baso-aci-ganteng-tebet/info,60000.0,70.0,-6.234277,106.847508,0,2.7,0,80,4,0,00000001000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux3,3.0,52.0,64.0,23.0,55.0,19.0,22.0,21.0,13.0,56.0,30.0,55.0,32.0,35.0,21.0,0.0,2.55231478233959,0.3287671232876712
819,https://www.zomato.com/jakarta/eatlah-tebet/info,120000.0,65.0,-6.22415,106.841493,1,3.8,0,15,4,0,00010000000000000000000000000000000000000000000000000000000000000000000000000000000000,qqgux4,3.0,69.0,44.0,66.0,33.0,4.0,23.0,21.0,20.0,50.0,20.0,60.0,33.0,49.0,30.0,0.0,2.521183046947108,0.034653465346534656
820,https://www.zomato.com/jakarta/delicio-tebet/info,130000.0,95.0,-6.22774,106.857119,0,3.1,0,333,0,357,00000100000000000010000000000000000001000000000000000000000000000000000000000000000000,qqguxd,0.0,53.0,50.0,34.0,32.0,19.0,27.0,48.0,34.0,120.0,24.0,65.0,37.0,32.0,24.0,0.0,2.5048433210633476,0.0196078431372549
821,https://www.zomato.com/jakarta/fish-bomber-cafe-tebet/info,150000.0,166.0,-6.22763,106.858192,0,3.8,0,20,0,3,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000,qqguxd,0.0,46.0,43.0,36.0,86.0,15.0,23.0,58.0,32.0,133.0,15.0,61.0,39.0,40.0,29.0,0.0,2.463352593551482,0.045454545454545456
822,https://www.zomato.com/jakarta/bengawan-solo-coffee-1-tebet/info,90000.0,38.0,-6.242405,106.852337,1,3.4,0,139,0,25,00000000000000100000100000000000000010000000000000000000000000000000000000000000100000,qqgurr,0.0,71.0,74.0,47.0,73.0,10.0,20.0,39.0,14.0,65.0,24.0,51.0,46.0,37.0,26.0,2.0,2.5187547350729482,0.2909090909090909
823,https://www.zomato.com/jakarta/dualitas-coffee-tebet/info,140000.0,73.0,-6.240686,106.845252,0,3.6,0,118,0,118,00000000000000000000100000000000000011000000000000000000000000000000000000000000000000,qqgurr,2.0,52.0,56.0,24.0,41.0,17.0,13.0,30.0,4.0,44.0,16.0,41.0,28.0,26.0,24.0,0.0,2.525198602747289,0.38
